,Emotion,Text
397,joy,"Mention of the press 's glee at the humiliation of the investigators behind this summer 's high-profile surveillance project Operation Blackbird , who were fooled by an obvious hoax , brings out Tarr 's own nascent conspiracy theory . "
398,neutral,What do you make of the case ? 
399,fear,I was teaching someone to drive and when we were about to crash I was scared.
400,neutral,Are you all right ? 
401,fear,On my way through lonely streets I met with a huge stray dog. It stopped at some distance and looked at me. I tried to ignore it but I was very frightened.
402,sadness, Then shall we keep pure friendship ? 
403,fear,My sippin and thuggin level is off the charts right now. Patrons at dawns are whispering about me. #nohope
404,sadness, The food wasn't all that exciting . 
405,fear,But they are also nervous that the calculations they make in the next two weeks may determine who will win and lose the political battles of the next two years . 
406,joy,When I got through the first day here at the department.
407,joy,"` I am supposed to be going there with Sister Agape , but I 'd be pleased if you would take my place . "
408,sadness," well , I think I was being a little selfish myself . I know they don't get to see each other very often . "
409,sadness,When I couldn't go for a trip with my friends in a holiday.
410,anger,"During a trivial (friendly) discussion, one of the participants made an intervention which made me feel uncomfortable."
411,anger,I ’ Ve had it ! I ’ m done working for a company that is taking me nowhere ! 
412,fear,It's silly how we things that #99% won't happen and doubt things that 99% will happen. #FML
413,sadness," To be honest , I was just dumped . "
414,sadness,"His face was completely serious , even slightly mournful . "
415,anger,"Bob , I'm really upset with you . "
416,joy,"Clive also attended , visibly gleeful that he had spared the school any undesirable publicity by unloading me in the nick of time . "
417,fear,"@Rob0807 I mean, even Archie Manning said complimentary things about us! #gohogs"
418,sadness,When a girlfriend left me.
419,sadness,Gina bit her lip as her sister 's anguished sobs echoed over the line . 
420,joy, The view from the hill is so beautiful and relaxing . There ’ s so sign of pollution . The village looks so peaceful . 
421,anger,"I wanted to go to Bhopal for relief work (gas tragedy).  My boss simply refused to let me go, I was so angry that the only thought that came to my mind was to quit the job."
422,fear,"When we had swimming instruction, we had to take a header from the springboard. I usually refused to do that, but at least I was forced to."
423,joy, Yes . When ? 
424,neutral, So he said he'd sell me one for twenty dollars . A four-hundred-dollar camera for twenty bucks . 
425,anger," Why ? Isn't it obvious ? First you impose way too much on me , and I'm tired away . Second , you stood me up on the Valentine's Day . "
426,joy,When in the end of a semester I got the approval in a matter that I judged very difficult.
427,neutral," And in my opinion , medicine is making us healthier . "
428,neutral, You know that is tempting but is really not good for our fitness . 
429,fear,Nervous for her safety ? 
430,joy,A party I went to last Christmas.
431,sadness,"Although I have has a lot of support , I feel heartbroken about Henri 's future . "
432,sadness,The death of my mother-in-law after a long sick-bed. at the moment of dying I was with her.
433,fear,"I was rock-climbing and absailing & felt OK, but suddenly as I was going over the cliff I was hit by fear - I couldn't go on absailing down the cliff and had to be actually hauled back up it."
434,sadness, I am sorry for that . We will improve the dishes next time . 
435,neutral, Do you have a car ? 
436,joy,A friend I had missed very much came to see me unexpectedly.
437,anger,When during Winter the water pipes froze and we did not have any water for two days.
438,sadness,"It is also likely that by providing minimum standards of living , social services reduce public apathy and dejection and thus maintain the will to work . "
439,fear,"One night I had a feeling that somebody was stealing my car, but I was too frightened to go and see."
440,neutral," Oh , over there in Pacific Pavilion . "
441,sadness," I'm sorry , but that's our only available time . "
442,neutral, that ’ s interesting . What does your grandfather think of your step-mother ? 
443,neutral, Why ? 
444,joy,"When I saw my brother in Church, and publically accept Jesus Christ as his saviour and Lord."
445,joy, I can still remember our first date . 
446,sadness,"When my grandmother died - I wasn't sad so much that she'd died because she was old, but because she lived in the last few years in an old people's home and had nothing very much that was hers - no chair, or private space, and when I went to visit she would be sitting in the living room the TV room. It was hopeless. And I felt awkward so I didn't go and I was sad 'cos how I couldn't."
447,neutral, Du Kun . 
448,sadness,Nicky looked crestfallen but did not dare argue with Constance when she was in this mood . 
449,anger,"During a football match, the other team was rude and they hurt my team members and me.  The coach was prejudiced against us and punished us unreasonably.  Later we fought with each other and the match had to be cut short."
450,fear,"Then she was silent , staring at him with horrified eyes . "
451,fear,"When the robbers broke in, at night."
452,fear,When a thunder belt hit the roof top of the building I was in.
453,neutral, How was it ? 
454,neutral," Sounds quite fruitful , why do you call it still a nightmare then ? "
455,fear," I turned on my laptop and it broke ! I mean , the monitor went black ! "
456,joy,When I was admitted to the Sofia University.
457,anger,One farmer was livid that he could not go into his local National Park and chop wood for his barbecue . 
458,joy,We are off and have great excitement fishing up treasure ( fake ) tied to bladders . 
459,neutral," Sorry , I'm engaged for the foxtrot.Will the next Walls be all right ? "
460,joy," Oh , are you ? That sounds interesting . "
461,joy,I felt joyful when I heard that I had been selected for College education.
462,fear,"@Staff_9, U gotta get aggressive.  out of them lame as plays, s the offense then go down the field. Put in them."
463,joy,When my father married a certain lady. The reception was held at Kasungu town Hall.
464,anger,It was when my Instructor awoke me late at night to get prepared for the training at Military college when he was coming back from his personal social activities.
465,fear,"It was when I dreamt that I had encountered Satan, he wanted to grab me and take me to his kingdom.  He was very repulsive and I have never seen anything like that before."
